Location,Baths,Beds,Dining Room,Laundry Room,Store Rooms,Kitchens,Drawing Room,Gym,Powder Room,Steam Room,Prayer Rooms,Lounge or Sitting Room,price_usd,additional rooms,area_squared_meter,Total Rooms,total amenity rooms,total regular rooms,State
"Gulistan-e-Jauhar, Karachi, Sindh",6.0,6.0,0,0,0,0,0,0,0,0,0,0,198233.91602090467,0,200.64,12.0,0,12.0,Sindh
"Chapal Uptown, Karachi, Sindh",2.0,2.0,0,0,0,0,0,0,0,0,0,0,41448.909713461886,0,100.32,4.0,0,4.0,Sindh
"Gulshan-e-Iqbal Town, Karachi, Sindh",6.0,6.0,0,0,0,0,0,0,0,0,0,0,306361.5065777618,0,501.59999999999997,12.0,0,12.0,Sindh
"North Karachi, Karachi, Sindh",2.0,2.0,0,0,0,0,0,0,0,0,0,0,68480.80735267616,0,100.32,4.0,0,4.0,Sindh
"Gadap Town, Karachi, Sindh",8.0,6.0,1,1,0,0,1,1,1,1,1,1,142367.99423319518,1,200.64,23.0,6,17.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,0,0,0,0,0,0,0,0,0,0,82897.81942692377,0,167.2,6.0,0,6.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",4.0,4.0,0,0,0,0,0,0,0,0,0,0,61993.15191926473,0,292.59999999999997,8.0,0,8.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,0,0,0,0,0,0,0,0,0,0,49378.26635429808,0,196.45999999999998,6.0,0,6.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,0,1,1,1,0,0,0,0,1,75689.31338979997,1,292.59999999999997,12.0,2,10.0,Sindh
"Gadap Town, Karachi, Sindh",5.0,4.0,0,0,1,2,0,0,0,0,0,0,35321.679581906654,1,100.32,13.0,0,13.0,Sindh
"Gadap Town, Karachi, Sindh",3.0,2.0,0,0,0,1,0,0,0,0,0,0,18021.265092809517,1,66.88,7.0,0,7.0,Sindh
"Gadap Town, Karachi, Sindh",3.0,2.0,0,0,1,1,0,0,0,0,0,0,23788.069922508563,1,100.32,8.0,0,8.0,Sindh
"Gulshan-e-Iqbal Town, Karachi, Sindh",6.0,6.0,0,0,0,0,0,0,0,0,0,0,288340.2414849523,1,200.64,13.0,0,13.0,Sindh
"Karachi Motorway, Karachi, Sindh",3.0,3.0,0,0,0,0,0,0,0,0,0,0,115336.0965939809,0,384.56,6.0,0,6.0,Sindh
"DHA Defence, Karachi, Sindh",5.0,4.0,0,0,0,0,0,0,0,0,0,0,192827.5364930618,0,100.32,9.0,0,9.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,1,1,1,0,1,1,1,1,1,1,576680.4829699046,1,418.0,22.0,6,16.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,1,1,1,1,1,1,0,1,1,61272.30131555235,1,167.2,16.0,5,11.0,Sindh
"Navy Housing Scheme Karsaz, Karachi, Sindh",6.0,5.0,0,0,0,0,0,0,0,0,0,0,468552.89241304743,0,292.59999999999997,11.0,0,11.0,Sindh
"Navy Housing Scheme Karsaz, Karachi, Sindh",6.0,5.0,0,0,0,0,0,0,0,0,0,0,450531.6273202379,0,292.59999999999997,11.0,0,11.0,Sindh
"DHA Defence, Karachi, Sindh",3.0,2.0,1,1,1,1,1,1,1,1,1,1,313570.0126148856,1,4932.4,16.0,6,10.0,Sindh
"DHA Defence, Karachi, Sindh",4.0,3.0,0,0,0,0,0,0,0,0,0,0,158587.13281672375,0,260.0,7.0,0,7.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,0,0,0,1,1,0,0,0,0,0,313570.0126148856,1,418.0,13.0,1,12.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",4.0,4.0,0,0,1,1,0,0,0,0,0,0,117138.22310326186,1,209.0,11.0,0,11.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,0,0,1,1,0,0,0,0,0,0,52261.668769147596,1,104.5,9.0,0,9.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",5.0,5.0,0,0,1,1,0,0,0,0,0,0,115336.0965939809,1,418.0,13.0,0,13.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",5.0,5.0,0,0,1,1,0,0,0,0,0,0,149576.500270319,1,418.0,13.0,0,13.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",4.0,4.0,0,0,1,1,0,0,0,0,0,0,64876.554334114255,1,209.0,11.0,0,11.0,Sindh
"DHA Defence, Karachi, Sindh",5.0,4.0,1,0,2,2,1,0,0,0,0,1,486574.15750585694,1,418.0,17.0,2,15.0,Sindh
"Gulistan-e-Jauhar, Karachi, Sindh",6.0,7.0,1,1,1,1,1,0,1,0,1,1,216255.18111371418,1,250.79999999999998,22.0,4,18.0,Sindh
"Karachi Motorway, Karachi, Sindh",3.0,3.0,0,0,0,0,0,0,0,0,0,0,42530.18561903046,0,100.32,6.0,0,6.0,Sindh
"Karachi Motorway, Karachi, Sindh",2.0,2.0,0,0,0,1,0,0,0,0,0,0,32438.277167057127,1,100.32,6.0,0,6.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,0,1,1,0,0,0,0,0,0,82897.81942692377,1,137.94,10.0,0,10.0,Sindh
"DHA Defence, Karachi, Sindh",5.0,5.0,1,1,2,2,1,1,1,1,1,1,358623.1753469094,1,501.59999999999997,23.0,6,17.0,Sindh
"Gulshan-e-Iqbal Town, Karachi, Sindh",6.0,9.0,0,0,1,3,0,0,0,0,0,0,666786.808433952,1,836.0,20.0,0,20.0,Sindh
"Navy Housing Scheme Karsaz, Karachi, Sindh",6.0,5.0,0,0,0,0,0,0,0,0,0,0,396467.83204180934,0,292.59999999999997,11.0,0,11.0,Sindh
"Navy Housing Scheme Karsaz, Karachi, Sindh",6.0,5.0,0,0,0,0,0,0,0,0,0,0,504595.42259866645,0,292.59999999999997,11.0,0,11.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,5.0,0,0,1,0,0,0,0,0,0,0,378446.5669489998,1,418.0,13.0,0,13.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",5.0,4.0,1,1,1,1,1,1,1,1,1,1,79293.56640836188,1,292.59999999999997,20.0,6,14.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",4.0,3.0,0,0,0,0,0,0,0,0,0,0,52261.668769147596,1,127.07199999999999,8.0,0,8.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",5.0,5.0,1,0,0,1,1,1,1,1,1,1,140565.8677239142,1,227.392,19.0,6,13.0,Sindh
"Gulshan-e-Iqbal Town, Karachi, Sindh",6.0,6.0,1,1,2,2,1,1,1,1,1,1,189223.2834744999,1,200.64,25.0,6,19.0,Sindh
"Gulshan-e-Iqbal Town, Karachi, Sindh",6.0,7.0,0,0,1,1,0,0,0,0,0,0,349612.5428005046,1,501.59999999999997,16.0,0,16.0,Sindh
"Gulshan-e-Iqbal Town, Karachi, Sindh",3.0,3.0,1,1,1,1,1,1,1,0,1,1,216255.18111371418,1,334.4,16.0,5,11.0,Sindh
"Gulshan-e-Iqbal Town, Karachi, Sindh",6.0,8.0,1,1,2,2,1,0,1,0,1,0,450531.6273202379,1,501.59999999999997,24.0,3,21.0,Sindh
"North Nazimabad, Karachi, Sindh",6.0,9.0,1,0,0,2,1,0,1,1,1,0,234276.44620652372,1,431.376,23.0,4,19.0,Sindh
"Scheme 33, Karachi, Sindh",6.0,6.0,1,0,1,2,1,0,0,0,0,1,154982.87979816183,1,200.64,19.0,2,17.0,Sindh
"Civil Lines, Karachi, Sindh",3.0,3.0,0,0,1,1,1,0,0,0,0,1,144170.12074247614,1,152.988,11.0,2,9.0,Sindh
"Gulshan-e-Iqbal Town, Karachi, Sindh",4.0,4.0,1,1,0,2,1,0,0,0,1,1,117138.22310326186,1,100.32,16.0,3,13.0,Sindh
"Gadap Town, Karachi, Sindh",4.0,4.0,0,0,0,1,1,0,0,0,0,1,46855.289241304745,1,68.55199999999999,12.0,2,10.0,Sindh
"DHA Defence, Karachi, Sindh",4.0,4.0,0,1,1,1,1,0,0,0,0,1,111731.843575419,1,83.6,14.0,2,12.0,Sindh
"DHA Defence, Karachi, Sindh",5.0,5.0,1,1,1,1,1,0,1,0,0,1,189223.2834744999,1,125.39999999999999,18.0,3,15.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,0,0,1,1,0,0,0,0,0,0,428906.1092088665,1,250.79999999999998,15.0,0,15.0,Sindh
"DHA Defence, Karachi, Sindh",5.0,4.0,0,0,1,1,0,0,0,0,0,0,270318.97639214277,1,250.79999999999998,12.0,0,12.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,0,0,0,2,0,0,0,0,0,0,259506.21733645702,1,250.79999999999998,15.0,0,15.0,Sindh
"Gadap Town, Karachi, Sindh",4.0,4.0,1,0,0,0,0,1,1,0,1,0,56947.19769327807,1,100.32,13.0,3,10.0,Sindh
"Gadap Town, Karachi, Sindh",3.0,3.0,1,1,0,0,1,1,1,1,1,1,48657.41575058569,1,100.32,15.0,6,9.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",4.0,4.0,1,1,1,1,1,1,1,1,1,1,70282.9338619571,1,292.59999999999997,19.0,6,13.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,0,0,1,1,0,0,1,0,0,1,81095.69291764282,1,104.5,11.0,2,9.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",5.0,5.0,1,0,1,1,1,0,1,0,0,1,151378.62677959993,1,227.392,17.0,3,14.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",6.0,5.0,1,1,1,2,1,0,1,0,0,1,145972.24725175707,1,227.392,20.0,3,17.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,0,0,1,1,0,0,0,0,1,45774.01333573617,1,127.07199999999999,11.0,2,9.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,0,0,0,0,0,0,0,0,0,0,44332.31212831141,0,127.07199999999999,6.0,0,6.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",4.0,4.0,0,0,0,0,0,0,0,0,0,0,63795.27842854569,0,292.59999999999997,8.0,0,8.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",4.0,3.0,1,0,1,1,0,0,1,0,1,1,51901.24346729141,1,196.45999999999998,14.0,3,11.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",4.0,3.0,1,1,1,1,1,0,1,1,1,1,55865.9217877095,1,196.45999999999998,17.0,5,12.0,Sindh
"Scheme 33, Karachi, Sindh",5.0,5.0,0,0,0,0,0,0,0,0,0,0,124346.72914038567,0,167.2,10.0,0,10.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",4.0,4.0,1,0,0,1,1,0,0,0,0,0,75689.31338979997,1,292.59999999999997,12.0,1,11.0,Sindh
"Gadap Town, Karachi, Sindh",4.0,4.0,1,1,0,0,1,1,1,1,1,1,61272.30131555235,1,100.32,17.0,6,11.0,Sindh
"DHA Defence, Karachi, Sindh",4.0,4.0,0,0,0,2,0,0,0,0,0,0,142367.99423319518,1,83.6,11.0,0,11.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,1,0,1,2,1,0,1,0,0,1,522616.68769147596,1,418.0,20.0,3,17.0,Sindh
"DHA Defence, Karachi, Sindh",4.0,4.0,1,0,0,1,1,0,0,0,0,0,259506.21733645702,1,250.79999999999998,12.0,1,11.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,1,1,1,2,1,0,1,0,0,1,486574.15750585694,1,418.0,21.0,3,18.0,Sindh
"DHA Defence, Karachi, Sindh",5.0,5.0,1,0,1,1,1,0,0,0,0,1,257704.09082717609,1,250.79999999999998,16.0,2,14.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,1,0,0,1,1,0,0,0,0,1,432510.36222742836,1,418.0,17.0,2,15.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",4.0,3.0,1,1,1,1,1,0,1,0,0,1,63074.42782483331,1,167.2,15.0,3,12.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",4.0,3.0,0,1,1,2,1,0,1,0,0,1,48657.41575058569,1,104.5,15.0,3,12.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,1,0,1,1,0,0,1,1,1,46134.438637592364,1,127.07199999999999,14.0,4,10.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,1,1,1,1,1,1,1,1,1,54063.795278428544,1,196.45999999999998,17.0,6,11.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,0,1,1,1,1,1,0,1,0,63074.42782483331,1,167.2,14.0,4,10.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,0,1,1,1,1,1,0,1,0,52261.668769147596,1,196.45999999999998,14.0,4,10.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,5.0,1,0,0,0,1,0,0,0,0,1,612723.0131555236,1,418.0,15.0,2,13.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,7.0,1,1,1,2,1,0,1,0,0,1,576680.4829699046,1,418.0,22.0,3,19.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,0,0,0,0,0,0,0,0,0,0,396467.83204180934,0,418.0,12.0,0,12.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,5.0,1,0,1,1,1,0,1,0,0,1,459542.25986664265,1,418.0,18.0,3,15.0,Sindh
"Gadap Town, Karachi, Sindh",3.0,3.0,1,1,0,0,1,0,1,0,0,1,83618.67003063616,1,200.64,12.0,3,9.0,Sindh
"DHA Defence, Karachi, Sindh",5.0,5.0,1,0,1,2,1,0,0,0,0,1,360425.3018561903,1,418.0,17.0,2,15.0,Sindh
"DHA Defence, Karachi, Sindh",4.0,3.0,0,0,0,1,1,0,1,0,0,1,158587.13281672375,1,83.6,12.0,3,9.0,Sindh
"Scheme 33, Karachi, Sindh",8.0,6.0,1,0,0,0,1,0,0,0,1,0,143449.27013876374,1,200.64,18.0,2,16.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,0,1,1,0,1,1,0,1,0,52261.668769147596,1,127.07199999999999,13.0,3,10.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,1,1,2,2,1,0,1,0,1,1,612723.0131555236,1,501.59999999999997,23.0,4,19.0,Sindh
"DHA Defence, Karachi, Sindh",5.0,5.0,1,0,1,1,1,0,1,0,1,1,369435.9344025951,1,250.79999999999998,18.0,4,14.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,0,0,1,1,0,1,0,1,0,56947.19769327807,1,127.07199999999999,12.0,3,9.0,Sindh
"Gulshan-e-Iqbal Town, Karachi, Sindh",6.0,7.0,0,0,0,1,0,0,0,0,0,0,450531.6273202379,1,234.07999999999998,15.0,0,15.0,Sindh
"Jamshed Town, Karachi, Sindh",6.0,6.0,1,1,1,1,1,0,1,0,0,1,360425.3018561903,1,196.45999999999998,20.0,3,17.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,1,1,1,1,1,0,0,0,0,1,450531.6273202379,1,501.59999999999997,19.0,2,17.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,5.0,0,0,0,0,0,0,0,0,0,0,320778.51865200937,0,418.0,11.0,0,11.0,Sindh
"DHA Defence, Karachi, Sindh",5.0,5.0,1,1,1,1,1,0,1,1,1,1,405478.4645882141,1,250.79999999999998,20.0,5,15.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,1,1,1,2,1,1,1,0,0,1,603712.3806091187,1,418.0,22.0,4,18.0,Sindh
"North Karachi, Karachi, Sindh",5.0,5.0,0,0,0,0,1,0,0,0,0,0,34240.40367633808,1,66.88,12.0,1,11.0,Sindh
"Gulshan-e-Iqbal Town, Karachi, Sindh",3.0,3.0,0,0,0,0,0,0,0,0,0,0,234276.44620652372,1,200.64,7.0,0,7.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",4.0,4.0,1,0,0,1,0,0,0,0,0,0,71364.20976752568,1,292.59999999999997,11.0,0,11.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,0,0,1,1,0,0,0,0,0,0,54063.795278428544,1,127.07199999999999,9.0,0,9.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,0,0,1,1,0,0,0,0,0,0,63074.42782483331,1,167.2,9.0,0,9.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",5.0,5.0,1,1,1,1,1,0,1,0,1,1,111731.843575419,1,227.392,19.0,4,15.0,Sindh
"Malir, Karachi, Sindh",5.0,5.0,1,0,0,1,1,0,0,0,0,1,318976.39214272844,1,418.0,15.0,2,13.0,Sindh
"Malir, Karachi, Sindh",5.0,5.0,1,0,0,1,1,0,0,0,0,1,329789.15119841415,1,418.0,15.0,2,13.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",6.0,5.0,1,0,1,2,1,0,1,0,0,1,123265.45323481709,1,209.0,19.0,3,16.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",6.0,5.0,1,0,1,2,1,0,1,0,0,0,118940.3496125428,1,209.0,18.0,2,16.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,0,0,2,3,0,0,0,0,0,0,522616.68769147596,1,418.0,18.0,0,18.0,Sindh
"DHA Defence, Karachi, Sindh",4.0,3.0,1,1,1,1,1,0,1,1,1,1,158587.13281672375,1,83.6,17.0,5,12.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",5.0,5.0,1,1,1,2,1,1,1,0,1,1,133357.36168679042,1,227.392,21.0,5,16.0,Sindh
"Cantt, Karachi, Sindh",6.0,5.0,0,0,0,0,0,0,0,0,0,0,279329.6089385475,0,313.5,11.0,0,11.0,Sindh
"Scheme 33, Karachi, Sindh",6.0,6.0,1,0,0,2,1,0,0,0,0,0,174806.2714002523,1,200.64,17.0,1,16.0,Sindh
"North Karachi, Karachi, Sindh",6.0,6.0,0,0,0,0,1,0,0,0,0,1,52261.668769147596,1,66.88,15.0,2,13.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,5.0,1,0,2,2,1,0,1,0,0,0,630744.278248333,1,501.59999999999997,19.0,2,17.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,0,0,0,0,0,0,0,0,0,0,414489.09713461885,1,493.23999999999995,13.0,0,13.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,0,0,1,1,0,0,0,0,0,0,50459.54225986665,1,104.5,9.0,0,9.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",4.0,4.0,0,0,1,1,0,0,0,0,0,0,129753.10866822851,1,209.0,11.0,0,11.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,0,0,0,1,1,0,0,0,0,0,279329.6089385475,1,313.5,13.0,1,12.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,1,1,1,1,1,1,0,1,0,1,275725.35591998557,1,313.5,19.0,4,15.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,1,1,1,1,1,0,1,1,1,1,284735.98846639035,1,313.5,20.0,5,15.0,Sindh
"Navy Housing Scheme Karsaz, Karachi, Sindh",6.0,5.0,0,0,0,0,0,0,0,0,0,0,396467.83204180934,1,292.59999999999997,12.0,0,12.0,Sindh
"Navy Housing Scheme Karsaz, Karachi, Sindh",6.0,5.0,0,0,0,0,0,0,0,0,0,0,414489.09713461885,1,292.59999999999997,12.0,0,12.0,Sindh
"Navy Housing Scheme Karsaz, Karachi, Sindh",6.0,5.0,0,0,0,0,0,0,0,0,0,0,468552.89241304743,1,292.59999999999997,12.0,0,12.0,Sindh
"Navy Housing Scheme Karsaz, Karachi, Sindh",6.0,5.0,0,0,0,0,0,0,0,0,0,0,450531.6273202379,1,292.59999999999997,12.0,0,12.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,1,1,1,1,1,0,1,1,1,1,281131.7354478284,1,313.5,20.0,5,15.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,1,1,1,1,1,0,1,1,1,1,279329.6089385475,1,313.5,20.0,5,15.0,Sindh
"Cantt, Karachi, Sindh",6.0,6.0,1,1,1,1,1,0,1,1,1,1,324382.7716705713,1,418.0,22.0,5,17.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,0,0,1,1,0,0,0,0,0,0,279329.6089385475,1,313.5,13.0,0,13.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,1,1,1,1,1,0,1,1,1,1,315372.1391241665,1,418.0,20.0,5,15.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,0,0,1,1,0,0,0,0,0,0,268516.8498828618,1,313.5,13.0,0,13.0,Sindh
"Malir, Karachi, Sindh",4.0,4.0,1,1,1,1,1,0,1,1,1,1,315372.1391241665,1,292.59999999999997,18.0,5,13.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,1,1,1,1,1,0,1,1,1,1,266714.72337358084,1,313.5,20.0,5,15.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,0,1,1,1,1,0,1,1,1,1,272121.1029014237,1,313.5,19.0,5,14.0,Sindh
"Navy Housing Scheme Karsaz, Karachi, Sindh",6.0,5.0,0,0,0,0,0,0,0,0,0,0,432510.36222742836,1,292.59999999999997,12.0,0,12.0,Sindh
"Navy Housing Scheme Karsaz, Karachi, Sindh",6.0,5.0,0,0,0,0,0,0,0,0,0,0,486574.15750585694,1,292.59999999999997,12.0,0,12.0,Sindh
"Navy Housing Scheme Karsaz, Karachi, Sindh",6.0,5.0,0,0,0,0,0,0,0,0,0,0,504595.42259866645,1,292.59999999999997,12.0,0,12.0,Sindh
"Navy Housing Scheme Karsaz, Karachi, Sindh",6.0,5.0,0,0,0,0,0,0,0,0,0,0,522616.68769147596,1,292.59999999999997,12.0,0,12.0,Sindh
"Navy Housing Scheme Karsaz, Karachi, Sindh",6.0,5.0,0,0,0,0,0,0,0,0,0,0,540637.9527842855,1,292.59999999999997,12.0,0,12.0,Sindh
"Malir, Karachi, Sindh",4.0,4.0,1,1,1,1,1,1,1,1,1,1,315372.1391241665,1,292.59999999999997,19.0,6,13.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,1,1,1,1,1,0,1,1,1,1,293746.62101279513,1,313.5,20.0,5,15.0,Sindh
"DHA Defence, Karachi, Sindh",4.0,4.0,1,0,1,1,1,0,1,0,1,1,320778.51865200937,1,418.0,16.0,4,12.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,1,1,3,4,1,1,1,1,1,1,461344.3863759236,1,418.0,28.0,6,22.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,0,1,1,1,0,0,0,0,1,46494.86393944855,1,127.07199999999999,11.0,2,9.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",4.0,3.0,1,0,0,2,1,0,0,0,0,1,60911.876013696165,1,104.5,13.0,2,11.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",5.0,4.0,1,0,0,1,1,0,0,0,0,1,55865.9217877095,1,104.5,14.0,2,12.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,2.0,1,0,0,1,1,0,0,0,0,1,34240.40367633808,1,107.008,10.0,2,8.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",6.0,5.0,1,0,1,2,1,0,1,0,0,1,149576.500270319,1,209.0,19.0,3,16.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",4.0,4.0,1,0,0,2,1,0,0,0,0,1,57307.62299513426,1,104.5,14.0,2,12.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,1,1,1,1,0,1,0,1,1,64876.554334114255,1,127.07199999999999,15.0,4,11.0,Sindh
"Navy Housing Scheme Karsaz, Karachi, Sindh",6.0,5.0,0,0,0,0,0,0,0,0,0,0,378446.5669489998,1,292.59999999999997,12.0,0,12.0,Sindh
"DHA Defence, Karachi, Sindh",3.0,2.0,1,1,1,1,1,1,1,1,1,1,313570.0126148856,1,1672.0,16.0,6,10.0,Sindh
"Scheme 33, Karachi, Sindh",6.0,6.0,1,0,0,0,1,0,0,0,0,0,165795.63885384754,1,260.0,15.0,1,14.0,Sindh
"Scheme 33, Karachi, Sindh",4.0,4.0,1,0,0,2,1,0,0,0,0,0,106325.46404757614,1,100.32,13.0,1,12.0,Sindh
"Scheme 33, Karachi, Sindh",4.0,4.0,1,0,0,0,1,0,0,0,0,0,90106.32546404758,1,100.32,11.0,1,10.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,1,1,1,1,0,1,1,1,1,61272.30131555235,1,167.2,16.0,5,11.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",5.0,5.0,1,1,1,2,1,0,1,0,1,1,149576.500270319,1,418.0,20.0,4,16.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,0,0,1,1,0,0,0,0,0,0,48657.41575058569,1,104.5,9.0,0,9.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,0,0,1,1,1,0,0,0,0,0,54063.795278428544,1,196.45999999999998,10.0,1,9.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,0,0,1,0,0,0,0,1,0,56947.19769327807,1,127.07199999999999,10.0,1,9.0,Sindh
"Scheme 33, Karachi, Sindh",5.0,4.0,1,0,0,2,1,0,0,0,0,0,97314.83150117139,1,100.32,14.0,1,13.0,Sindh
"Scheme 33, Karachi, Sindh",4.0,4.0,0,0,0,0,0,0,0,0,0,0,93710.57848260949,0,100.32,8.0,0,8.0,Sindh
"Federal B Area, Karachi, Sindh",4.0,4.0,1,0,0,2,1,0,0,0,0,0,93710.57848260949,1,100.32,13.0,1,12.0,Sindh
"Scheme 33, Karachi, Sindh",6.0,6.0,0,0,0,0,0,0,0,0,0,0,165795.63885384754,0,200.64,12.0,0,12.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,0,0,0,0,0,0,0,0,0,0,45053.16273202379,0,104.5,6.0,0,6.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,0,0,0,1,0,0,0,0,0,0,272121.1029014237,1,313.5,12.0,0,12.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",5.0,5.0,0,0,0,0,0,0,0,0,0,0,140565.8677239142,0,418.0,10.0,0,10.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",4.0,4.0,0,0,0,0,0,0,0,0,0,0,63074.42782483331,0,292.59999999999997,8.0,0,8.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,0,0,0,0,0,0,0,0,0,0,46134.438637592364,0,127.07199999999999,6.0,0,6.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,0,0,1,1,0,1,0,1,0,30636.150657776176,1,167.2,12.0,3,9.0,Sindh
"Navy Housing Scheme Karsaz, Karachi, Sindh",6.0,5.0,0,0,0,0,0,0,0,0,0,0,486574.15750585694,0,292.59999999999997,11.0,0,11.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,0,0,0,0,0,0,0,0,0,0,342404.0367633808,1,356.972,11.0,0,11.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,0,0,0,0,0,0,0,0,0,0,284015.137862678,1,313.5,11.0,0,11.0,Sindh
"Scheme 33, Karachi, Sindh",6.0,6.0,1,1,1,2,1,1,0,1,0,1,191025.40998378088,1,334.4,22.0,4,18.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",4.0,4.0,1,1,1,1,1,1,1,1,1,1,77491.43989908091,1,292.59999999999997,19.0,6,13.0,Sindh
