Location,Baths,Beds,Dining Room,Laundry Room,Store Rooms,Kitchens,Drawing Room,Gym,Powder Room,Steam Room,Prayer Rooms,Lounge or Sitting Room,price_usd,additional rooms,area_squared_meter,Total Rooms,total amenity rooms,total regular rooms,State
"Cantt, Karachi, Sindh",5.0,5.0,1,1,1,1,1,0,1,0,0,1,268516.8498828618,1,313.5,18.0,3,15.0,Sindh
"Cantt, Karachi, Sindh",6.0,5.0,1,1,1,1,1,0,1,0,1,1,342404.0367633808,1,356.972,20.0,4,16.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,1,1,1,1,1,0,1,0,1,1,264912.5968642999,1,313.5,19.0,4,15.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,0,0,0,1,0,0,0,0,0,0,270318.97639214277,1,313.5,12.0,0,12.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",4.0,4.0,0,0,0,1,1,0,1,0,1,0,162191.38583528565,1,418.0,13.0,3,10.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,1,1,1,1,1,1,1,1,1,54063.795278428544,1,104.5,17.0,6,11.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",7.0,6.0,1,0,0,1,1,0,0,0,0,0,117138.22310326186,1,418.0,17.0,1,16.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,1,1,1,1,1,1,1,1,1,1,576680.4829699046,1,556.776,23.0,6,17.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,1,1,1,1,0,1,0,1,1,63074.42782483331,1,167.2,15.0,4,11.0,Sindh
"Scheme 33, Karachi, Sindh",6.0,4.0,1,1,0,2,1,0,0,0,0,1,75689.31338979997,1,100.32,17.0,2,15.0,Sindh
"Gulistan-e-Jauhar, Karachi, Sindh",6.0,6.0,1,0,0,2,1,0,0,0,0,0,268516.8498828618,1,334.4,17.0,1,16.0,Sindh
"North Nazimabad, Karachi, Sindh",6.0,6.0,1,1,0,0,1,1,1,1,1,1,198233.91602090467,1,334.4,21.0,6,15.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,1,1,1,1,0,0,0,0,1,82897.81942692377,1,167.2,13.0,2,11.0,Sindh
"Cantt, Karachi, Sindh",4.0,4.0,0,0,0,1,1,0,0,0,0,0,277527.48242926656,1,313.5,11.0,1,10.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",6.0,5.0,1,1,1,2,1,1,1,1,1,1,151378.62677959993,1,418.0,23.0,6,17.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,0,0,1,1,0,0,0,0,0,46855.289241304745,1,127.07199999999999,10.0,1,9.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,1,1,1,2,1,0,1,1,1,1,486574.15750585694,1,418.0,23.0,5,18.0,Sindh
"Scheme 33, Karachi, Sindh",6.0,6.0,1,1,0,2,1,0,0,0,0,1,68480.80735267616,1,100.32,19.0,2,17.0,Sindh
"Cantt, Karachi, Sindh",4.0,4.0,0,0,0,1,0,0,0,0,0,0,396467.83204180934,1,459.79999999999995,10.0,0,10.0,Sindh
"Malir, Karachi, Sindh",3.0,3.0,0,0,0,0,0,0,0,0,0,0,52261.668769147596,1,125.39999999999999,7.0,0,7.0,Sindh
"Gulshan-e-Iqbal Town, Karachi, Sindh",6.0,6.0,1,1,2,2,1,0,1,0,1,1,573076.2299513426,1,501.59999999999997,23.0,4,19.0,Sindh
"Gulshan-e-Iqbal Town, Karachi, Sindh",5.0,5.0,1,1,0,1,1,0,1,1,0,0,666786.808433952,1,836.0,17.0,3,14.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,0,0,1,1,0,1,0,1,0,63074.42782483331,1,167.2,12.0,3,9.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,0,0,1,1,0,0,0,0,0,0,263110.4703550189,1,313.5,13.0,0,13.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,0,0,1,1,0,0,0,0,0,0,275725.35591998557,1,313.5,13.0,0,13.0,Sindh
"Naya Nazimabad, Karachi, Sindh",2.0,2.0,1,0,0,0,1,0,0,0,0,1,77491.43989908091,1,100.32,8.0,2,6.0,Sindh
"DHA Defence, Karachi, Sindh",5.0,4.0,0,0,0,1,0,0,1,0,0,1,201838.1690394666,1,100.32,13.0,2,11.0,Sindh
"DHA Defence, Karachi, Sindh",5.0,4.0,0,1,0,2,0,0,1,0,0,1,369435.9344025951,1,418.0,15.0,2,13.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",4.0,3.0,1,1,1,1,1,0,1,0,0,1,66678.68084339521,1,167.2,15.0,3,12.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",5.0,4.0,1,0,1,1,1,0,1,0,0,1,75689.31338979997,1,292.59999999999997,16.0,3,13.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",4.0,3.0,1,0,1,1,1,0,1,0,0,1,52261.668769147596,1,104.5,14.0,3,11.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",6.0,6.0,1,1,1,1,1,1,1,1,1,1,129753.10866822851,1,209.0,23.0,6,17.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,0,0,1,1,0,0,0,0,0,61272.30131555235,1,127.07199999999999,10.0,1,9.0,Sindh
"Gulistan-e-Jauhar, Karachi, Sindh",6.0,8.0,1,1,2,2,1,0,1,0,1,1,180212.65092809516,1,200.64,25.0,4,21.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,7.0,1,0,1,2,1,0,1,0,0,1,360425.3018561903,1,418.0,21.0,3,18.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,0,0,1,1,0,0,0,0,0,0,288340.2414849523,1,418.0,13.0,0,13.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,0,0,1,1,0,0,0,0,0,0,320778.51865200937,1,418.0,13.0,0,13.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",5.0,5.0,1,1,1,1,1,1,1,1,1,1,151378.62677959993,1,418.0,21.0,6,15.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,1,1,1,1,1,1,1,1,1,46134.438637592364,1,127.07199999999999,17.0,6,11.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",5.0,5.0,1,1,1,1,1,1,1,1,1,1,149576.500270319,1,418.0,21.0,6,15.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,1,1,1,1,1,1,1,1,1,52261.668769147596,1,127.07199999999999,17.0,6,11.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,0,0,1,1,0,1,0,1,0,66678.68084339521,1,167.2,12.0,3,9.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,0,0,1,1,0,1,0,1,0,84699.94593620472,1,167.2,12.0,3,9.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,0,0,0,0,0,0,0,0,0,0,567669.8504234997,0,260.0,12.0,0,12.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,5.0,0,0,0,0,0,0,0,0,0,0,414489.09713461885,0,250.79999999999998,11.0,0,11.0,Sindh
"DHA Defence, Karachi, Sindh",3.0,3.0,1,1,1,1,1,1,1,1,1,1,243287.07875292847,1,241.60399999999998,17.0,6,11.0,Sindh
"Gulistan-e-Jauhar, Karachi, Sindh",6.0,6.0,1,0,0,2,1,0,0,0,0,0,234276.44620652372,1,334.4,17.0,1,16.0,Sindh
"Gulistan-e-Jauhar, Karachi, Sindh",6.0,6.0,0,0,0,2,0,0,0,0,0,0,207244.54856730942,1,27.587999999999997,15.0,0,15.0,Sindh
"Malir, Karachi, Sindh",5.0,5.0,0,0,0,0,0,0,0,0,0,0,342404.0367633808,0,418.0,10.0,0,10.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,0,0,1,1,0,0,0,0,0,0,281131.7354478284,1,313.5,13.0,0,13.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,0,0,1,1,0,0,0,0,0,0,277527.48242926656,1,313.5,13.0,0,13.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,0,1,1,0,0,0,0,0,1,67759.95674896378,1,167.2,11.0,1,10.0,Sindh
"Malir, Karachi, Sindh",3.0,4.0,1,1,0,1,1,1,0,0,0,1,100919.0845197333,1,133.76,14.0,3,11.0,Sindh
"North Nazimabad, Karachi, Sindh",2.0,2.0,1,1,0,0,1,1,1,1,1,1,19444.945035141467,1,45.144,13.0,6,7.0,Sindh
"Cantt, Karachi, Sindh",6.0,5.0,0,0,0,1,0,0,0,0,0,0,263110.4703550189,1,313.5,13.0,0,13.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,0,0,0,0,0,0,0,0,0,0,281131.7354478284,1,313.5,11.0,0,11.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,5.0,1,1,1,2,1,0,0,1,1,1,297350.874031357,1,334.4,21.0,4,17.0,Sindh
"Northern Bypass, Karachi, Sindh",6.0,5.0,1,1,1,1,1,1,1,1,1,1,252297.71129933323,1,313.5,22.0,6,16.0,Sindh
"DHA Defence, Karachi, Sindh",5.0,4.0,0,0,1,0,0,0,0,0,0,0,288340.2414849523,1,310.99199999999996,11.0,0,11.0,Sindh
"Scheme 33, Karachi, Sindh",5.0,4.0,0,0,0,0,0,0,0,0,0,0,68480.80735267616,0,100.32,9.0,0,9.0,Sindh
"Scheme 33, Karachi, Sindh",6.0,6.0,0,0,0,0,0,0,0,0,0,0,131555.23517750946,0,200.64,12.0,0,12.0,Sindh
"Scheme 33, Karachi, Sindh",10.0,6.0,0,0,0,0,0,0,0,0,0,0,126148.85564966661,0,200.64,16.0,0,16.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,4.0,1,0,0,1,1,0,0,0,0,1,234276.44620652372,1,501.59999999999997,13.0,2,11.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,0,0,0,0,0,0,0,0,0,0,25673.094251216437,1,66.044,7.0,0,7.0,Sindh
"Malir, Karachi, Sindh",5.0,5.0,1,0,0,1,1,0,0,0,0,1,322580.64516129036,1,418.0,15.0,2,13.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,1,1,1,1,1,0,1,0,1,1,272121.1029014237,1,313.5,19.0,4,15.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,5.0,0,0,0,1,0,0,0,0,0,0,414489.09713461885,1,250.79999999999998,13.0,0,13.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",5.0,4.0,1,1,1,1,1,1,1,1,1,1,60551.45071183997,1,104.5,20.0,6,14.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,5.0,1,1,1,2,1,0,1,0,1,1,360425.3018561903,1,418.0,21.0,4,17.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,1,1,1,1,1,1,0,1,1,45053.16273202379,1,127.07199999999999,16.0,5,11.0,Sindh
"Navy Housing Scheme Karsaz, Karachi, Sindh",6.0,6.0,1,0,2,1,1,0,0,0,0,0,378446.5669489998,1,296.78,18.0,1,17.0,Sindh
"Gulistan-e-Jauhar, Karachi, Sindh",6.0,6.0,1,0,1,2,1,0,1,0,1,1,277527.48242926656,1,501.59999999999997,21.0,4,17.0,Sindh
"Gulistan-e-Jauhar, Karachi, Sindh",6.0,6.0,0,0,1,2,0,0,0,0,0,0,522616.68769147596,1,418.0,16.0,0,16.0,Sindh
"Gulistan-e-Jauhar, Karachi, Sindh",3.0,3.0,0,0,0,0,0,0,0,0,0,0,257704.09082717609,1,501.59999999999997,7.0,0,7.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",6.0,5.0,1,1,1,1,1,0,1,0,1,1,151378.62677959993,1,418.0,20.0,4,16.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",5.0,4.0,1,0,0,1,1,0,0,0,0,1,59470.1748062714,1,104.5,14.0,2,12.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,0,1,1,1,0,0,0,0,1,44692.7374301676,1,127.07199999999999,12.0,2,10.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,1,1,1,1,1,0,1,0,1,1,275725.35591998557,1,313.5,19.0,4,15.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",5.0,5.0,1,1,1,2,1,1,1,1,1,1,144170.12074247614,1,227.392,22.0,6,16.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",5.0,5.0,1,1,1,2,1,1,1,1,1,1,142367.99423319518,1,227.392,22.0,6,16.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,1,1,0,1,1,0,1,0,1,1,273923.22941070463,1,313.5,18.0,4,14.0,Sindh
"DHA Defence, Karachi, Sindh",5.0,5.0,1,0,0,2,1,0,0,0,0,1,400072.08506037126,1,250.79999999999998,16.0,2,14.0,Sindh
"Gulshan-e-Iqbal Town, Karachi, Sindh",6.0,6.0,1,1,1,1,1,0,0,0,0,1,684808.0735267616,1,501.59999999999997,19.0,2,17.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,1,0,1,1,1,0,1,0,1,1,270318.97639214277,1,313.5,18.0,4,14.0,Sindh
"Gulshan-e-Iqbal Town, Karachi, Sindh",6.0,6.0,1,0,2,4,1,0,0,0,0,1,272121.1029014237,1,200.64,22.0,2,20.0,Sindh
"Scheme 33, Karachi, Sindh",4.0,4.0,0,0,0,0,0,0,0,0,0,0,109929.71706613805,1,167.2,9.0,0,9.0,Sindh
"Karachi Motorway, Karachi, Sindh",3.0,3.0,0,0,0,0,0,0,0,0,0,0,51180.39286357903,0,133.76,6.0,0,6.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,5.0,1,1,1,1,1,1,1,1,1,1,369435.9344025951,1,250.79999999999998,22.0,6,16.0,Sindh
"DHA Defence, Karachi, Sindh",4.0,4.0,1,0,0,1,1,0,0,0,0,1,191025.40998378088,1,100.32,13.0,2,11.0,Sindh
"DHA Defence, Karachi, Sindh",5.0,4.0,1,1,1,1,1,0,1,1,1,1,165795.63885384754,1,83.6,19.0,5,14.0,Sindh
"Cantt, Karachi, Sindh",3.0,3.0,0,0,1,2,0,0,0,0,0,0,210848.80158587135,1,259.996,10.0,0,10.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,1,1,1,1,1,0,1,1,1,1,324382.7716705713,1,356.972,20.0,5,15.0,Sindh
"Cantt, Karachi, Sindh",6.0,6.0,1,1,1,1,1,0,1,1,1,1,324382.7716705713,1,499.928,22.0,5,17.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,1,1,1,1,1,0,1,1,1,1,288340.2414849523,1,313.5,20.0,5,15.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",4.0,4.0,1,1,1,1,1,1,1,0,1,1,95512.70499189044,1,292.59999999999997,18.0,5,13.0,Sindh
"Karachi Motorway, Karachi, Sindh",2.0,2.0,0,0,0,0,0,0,0,0,0,0,31717.426563344747,0,100.32,4.0,0,4.0,Sindh
"Karachi Motorway, Karachi, Sindh",3.0,3.0,0,0,0,0,0,0,0,0,0,0,49738.69165615426,0,133.76,6.0,0,6.0,Sindh
"Malir, Karachi, Sindh",3.0,4.0,1,1,0,1,1,1,1,1,1,1,95512.70499189044,1,133.76,17.0,6,11.0,Sindh
"Clifton, Karachi, Sindh",4.0,4.0,1,1,1,1,1,0,1,0,1,1,306361.5065777618,1,418.0,17.0,4,13.0,Sindh
"Naya Nazimabad, Karachi, Sindh",5.0,4.0,1,0,1,1,1,0,0,0,0,1,90106.32546404758,1,100.32,15.0,2,13.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,1,0,1,2,1,0,1,0,0,0,648765.5433411426,1,836.0,19.0,2,17.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,1,1,1,1,1,0,0,0,0,1,666786.808433952,1,501.59999999999997,19.0,2,17.0,Sindh
"DHA Defence, Karachi, Sindh",5.0,5.0,1,0,1,0,1,0,0,0,0,1,540637.9527842855,1,556.776,15.0,2,13.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,7.0,1,1,1,1,1,0,0,0,0,1,558659.217877095,1,790.02,20.0,2,18.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,1,0,1,1,1,0,1,0,0,1,666786.808433952,1,501.59999999999997,19.0,3,16.0,Sindh
"DHA Defence, Karachi, Sindh",3.0,3.0,1,0,0,1,1,0,0,0,0,0,144170.12074247614,1,83.6,10.0,1,9.0,Sindh
"DHA Defence, Karachi, Sindh",3.0,3.0,1,0,1,1,1,0,0,0,0,1,176608.39790953326,1,83.6,12.0,2,10.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,1,1,1,1,1,1,0,1,1,57668.04829699045,1,196.45999999999998,16.0,5,11.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,5.0,1,1,1,1,1,0,1,1,1,1,414489.09713461885,1,418.0,21.0,5,16.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,5.0,0,0,0,0,0,0,0,0,0,0,396467.83204180934,0,250.79999999999998,11.0,0,11.0,Sindh
"Clifton, Karachi, Sindh",5.0,4.0,1,1,1,2,1,1,1,1,1,1,297350.874031357,1,250.79999999999998,21.0,6,15.0,Sindh
"Scheme 33, Karachi, Sindh",2.0,2.0,1,1,0,0,1,1,1,1,1,1,73887.18688051902,1,100.32,13.0,6,7.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,0,0,1,1,0,1,0,1,0,27031.897639214272,1,127.07199999999999,12.0,3,9.0,Sindh
"DHA Defence, Karachi, Sindh",3.0,3.0,1,0,0,1,0,0,0,0,0,1,158587.13281672375,1,83.6,10.0,1,9.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,5.0,1,1,1,1,1,0,1,0,0,1,495584.79005226167,1,418.0,19.0,3,16.0,Sindh
"Gulistan-e-Jauhar, Karachi, Sindh",4.0,4.0,0,0,0,0,0,0,0,0,0,0,104523.33753829519,0,100.32,8.0,0,8.0,Sindh
"DHA Defence, Karachi, Sindh",3.0,3.0,0,0,1,1,0,0,0,0,0,0,225265.81366011896,1,250.79999999999998,9.0,0,9.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,1,1,2,2,1,1,1,1,1,1,504595.42259866645,1,418.0,25.0,6,19.0,Sindh
"Jamshed Town, Karachi, Sindh",5.0,4.0,1,1,1,1,1,0,0,0,0,1,260587.4932420256,1,209.0,16.0,2,14.0,Sindh
"DHA Defence, Karachi, Sindh",5.0,4.0,0,0,1,1,0,0,0,0,0,0,142367.99423319518,1,83.6,12.0,0,12.0,Sindh
"Jamshed Town, Karachi, Sindh",4.0,4.0,1,1,1,1,1,0,1,1,0,1,216255.18111371418,1,125.39999999999999,17.0,4,13.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",6.0,5.0,1,0,1,2,1,0,1,0,0,1,147774.37376103803,1,227.392,19.0,3,16.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",4.0,4.0,1,0,1,1,1,0,0,0,0,0,67759.95674896378,1,292.59999999999997,13.0,1,12.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,0,1,1,1,0,0,0,0,0,51540.818165435216,1,196.45999999999998,11.0,1,10.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,0,1,1,1,0,0,0,0,0,52261.668769147596,1,127.07199999999999,11.0,1,10.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,0,1,1,1,0,0,0,0,0,59470.1748062714,1,167.2,11.0,1,10.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,0,0,1,1,0,1,0,1,0,52261.668769147596,1,127.07199999999999,12.0,3,9.0,Sindh
"Gadap Town, Karachi, Sindh",5.0,5.0,0,0,0,1,0,0,0,0,0,0,70282.9338619571,1,100.32,12.0,0,12.0,Sindh
"Cantt, Karachi, Sindh",6.0,6.0,1,1,2,2,1,0,1,1,1,1,459542.25986664265,1,459.79999999999995,24.0,5,19.0,Sindh
"DHA Defence, Karachi, Sindh",5.0,4.0,0,0,0,0,0,0,0,0,0,0,270318.97639214277,0,250.79999999999998,9.0,0,9.0,Sindh
"Scheme 33, Karachi, Sindh",4.0,4.0,0,0,0,0,0,0,0,0,0,0,68480.80735267616,0,100.32,8.0,0,8.0,Sindh
"Malir, Karachi, Sindh",5.0,4.0,1,1,1,1,0,0,0,0,0,1,313570.0126148856,1,292.59999999999997,15.0,1,14.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,1,1,1,2,1,0,1,0,0,1,603712.3806091187,1,556.776,21.0,3,18.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,1,0,0,1,1,0,0,0,0,0,281131.7354478284,1,260.0,14.0,1,13.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,1,0,0,1,1,0,0,0,0,0,277527.48242926656,1,313.5,14.0,1,13.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,5.0,1,1,1,1,1,1,1,1,1,1,486574.15750585694,1,585.1999999999999,22.0,6,16.0,Sindh
"DHA Defence, Karachi, Sindh",4.0,4.0,1,0,0,1,1,0,0,0,0,1,135159.48819607138,1,83.6,13.0,2,11.0,Sindh
"DHA Defence, Karachi, Sindh",4.0,4.0,1,0,0,1,1,0,0,0,0,1,227067.9401693999,1,100.32,13.0,2,11.0,Sindh
"Malir, Karachi, Sindh",4.0,4.0,1,0,0,0,1,0,0,0,0,1,93710.57848260949,1,100.32,12.0,2,10.0,Sindh
"North Nazimabad, Karachi, Sindh",5.0,5.0,1,1,4,1,1,0,0,0,1,1,135159.48819607138,1,200.64,21.0,3,18.0,Sindh
"North Nazimabad, Karachi, Sindh",5.0,5.0,0,0,1,0,0,0,0,0,0,0,111731.843575419,0,167.2,10.0,0,10.0,Sindh
"Scheme 33, Karachi, Sindh",4.0,4.0,1,1,0,2,1,0,0,0,0,1,81095.69291764282,1,100.32,15.0,2,13.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,1,0,0,1,1,0,0,0,0,0,279329.6089385475,1,313.5,14.0,1,13.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,1,0,0,1,1,0,0,0,0,0,275725.35591998557,1,313.5,14.0,1,13.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,1,0,0,1,1,0,0,0,0,0,270318.97639214277,1,313.5,14.0,1,13.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,5.0,1,1,1,1,1,0,1,0,0,0,396467.83204180934,1,556.776,18.0,2,16.0,Sindh
"DHA Defence, Karachi, Sindh",4.0,4.0,1,1,1,2,1,1,1,1,1,1,144170.12074247614,1,83.6,20.0,6,14.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,5.0,1,1,1,1,1,1,1,1,1,1,306361.5065777618,1,250.79999999999998,22.0,6,16.0,Sindh
"DHA Defence, Karachi, Sindh",5.0,4.0,1,1,1,2,1,0,1,1,0,1,270318.97639214277,1,209.0,19.0,4,15.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,5.0,1,1,3,2,1,0,0,0,0,1,378446.5669489998,1,418.0,21.0,2,19.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,0,0,1,1,0,0,0,0,1,64876.554334114255,1,127.07199999999999,11.0,2,9.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",4.0,4.0,1,1,1,2,1,0,1,0,0,1,47576.139845017125,1,104.5,17.0,3,14.0,Sindh
"DHA Defence, Karachi, Sindh",7.0,5.0,1,1,1,2,1,0,1,1,1,1,612723.0131555236,1,418.0,23.0,5,18.0,Sindh
"Federal B Area, Karachi, Sindh",6.0,8.0,1,1,1,3,1,0,1,0,1,1,93710.57848260949,1,100.32,25.0,4,21.0,Sindh
"Cantt, Karachi, Sindh",5.0,5.0,1,0,0,1,1,0,0,0,0,0,272121.1029014237,1,313.5,14.0,1,13.0,Sindh
"DHA Defence, Karachi, Sindh",5.0,5.0,0,0,0,0,0,0,0,0,0,0,378446.5669489998,0,501.59999999999997,10.0,0,10.0,Sindh
"Cantt, Karachi, Sindh",6.0,5.0,1,1,1,1,1,1,1,1,1,1,281131.7354478284,1,313.5,22.0,6,16.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,1,0,1,2,1,0,1,0,0,1,648765.5433411426,1,585.1999999999999,20.0,3,17.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,1,0,1,2,1,0,1,0,1,1,576680.4829699046,1,556.776,21.0,4,17.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",6.0,5.0,1,0,1,2,1,0,1,0,0,1,131555.23517750946,1,227.392,19.0,3,16.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",4.0,4.0,1,0,1,1,1,0,1,0,0,0,75689.31338979997,1,292.59999999999997,14.0,2,12.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,0,1,1,1,0,1,0,0,1,65597.40493782664,1,167.2,13.0,3,10.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,1,1,1,1,1,1,1,1,1,1,522616.68769147596,1,418.0,23.0,6,17.0,Sindh
"Navy Housing Scheme Karsaz, Karachi, Sindh",6.0,5.0,1,1,1,1,1,1,1,1,1,1,450531.6273202379,1,292.59999999999997,22.0,6,16.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,1,1,1,1,1,1,1,1,1,1,67759.95674896378,1,292.59999999999997,17.0,6,11.0,Sindh
"Bahria Town Karachi, Karachi, Sindh",3.0,3.0,0,0,0,0,0,0,0,0,0,0,42169.76031717427,0,104.5,6.0,0,6.0,Sindh
"Malir, Karachi, Sindh",5.0,5.0,1,0,0,1,1,0,0,0,1,1,414489.09713461885,1,418.0,16.0,3,13.0,Sindh
"Scheme 33, Karachi, Sindh",6.0,6.0,1,1,1,2,1,0,1,1,1,0,122544.6026311047,1,167.2,22.0,4,18.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,5.0,0,0,1,0,0,0,0,0,0,0,594701.748062714,1,260.0,14.0,0,14.0,Sindh
"DHA Defence, Karachi, Sindh",4.0,4.0,0,0,1,1,0,0,0,0,0,0,252297.71129933323,1,250.79999999999998,11.0,0,11.0,Sindh
"Cantt, Karachi, Sindh",6.0,5.0,1,1,0,0,1,1,1,1,1,1,252297.71129933323,1,313.5,20.0,6,14.0,Sindh
"Cantt, Karachi, Sindh",6.0,5.0,1,1,0,0,1,1,1,1,1,1,254099.8378086142,1,313.5,20.0,6,14.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,1,1,0,1,1,0,1,0,0,1,594701.748062714,1,418.0,19.0,3,16.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,5.0,1,1,1,1,1,1,1,1,1,1,648765.5433411426,1,418.0,22.0,6,16.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,1,1,2,2,1,0,1,0,0,1,468552.89241304743,1,418.0,22.0,3,19.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,6.0,0,0,0,0,0,0,0,0,0,0,504595.42259866645,0,418.0,12.0,0,12.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,5.0,0,0,0,0,0,0,0,0,0,0,261308.34384573798,0,250.79999999999998,11.0,0,11.0,Sindh
"DHA Defence, Karachi, Sindh",5.0,4.0,0,0,0,0,0,0,0,0,0,0,477563.52495945216,0,418.0,9.0,0,9.0,Sindh
"DHA Defence, Karachi, Sindh",6.0,5.0,0,0,0,0,0,0,0,0,0,0,369435.9344025951,0,250.79999999999998,11.0,0,11.0,Sindh
